lower guild,upper guild,lower taxon,upper taxon,estimated interaction strength,direct interaction
plant,seed-feeding bird,Persicaria sp.,Columba palumbus,2.471E-01,1
plant,seed-feeding bird,Persicaria sp.,Corvus frugilegus,3.852E+00,1
plant,seed-feeding bird,Persicaria sp.,Corvus monedula,4.529E+00,1
plant,seed-feeding bird,Persicaria sp.,Emberiza citrinella,5.859E-01,1
plant,seed-feeding bird,Persicaria sp.,Fringilla coelebs,9.337E-01,1
plant,seed-feeding bird,Persicaria sp.,Passer domesticus,3.300E+00,1
plant,seed-feeding bird,Persicaria sp.,Streptopelia decaocto,1.250E-03,1
plant,seed-feeding bird,Picris echioides,Alectoris rufa,6.609E-03,1
plant,seed-feeding bird,Picris echioides,Carduelis cannabina,4.290E-06,1
plant,seed-feeding bird,Picris echioides,Carduelis carduelis,9.190E-04,1
plant,seed-feeding bird,Picris echioides,Carduelis chloris,2.907E-03,1
plant,seed-feeding bird,Picris echioides,Corvus frugilegus,7.033E-03,1
plant,seed-feeding bird,Picris echioides,Fringilla coelebs,2.111E-04,1
plant,seed-feeding bird,Picris echioides,Passer domesticus,5.650E-05,1
plant,seed-feeding bird,Poaceae,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Poaceae,Alectoris rufa,1.111E+01,1
plant,seed-feeding bird,Poaceae,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Poaceae,Carduelis carduelis,7.432E-01,1
plant,seed-feeding bird,Poaceae,Carduelis chloris,8.026E-02,1
plant,seed-feeding bird,Poaceae,Columba palumbus,2.768E-01,1
plant,seed-feeding bird,Poaceae,Corvus frugilegus,8.002E-01,1
plant,seed-feeding bird,Poaceae,Corvus monedula,2.186E-01,1
plant,seed-feeding bird,Poaceae,Emberiza citrinella,5.467E+00,1
plant,seed-feeding bird,Poaceae,Fringilla coelebs,5.804E-01,1
plant,seed-feeding bird,Poaceae,Passer domesticus,1.616E+01,1
plant,seed-feeding bird,Poaceae,Streptopelia decaocto,1.000E-02,1
plant,seed-feeding bird,Polygonum sp.,Alauda arvensis,4.460E-02,1
plant,seed-feeding bird,Polygonum sp.,Alectoris rufa,5.434E-02,1
plant,seed-feeding bird,Polygonum sp.,Carduelis cannabina,3.840E-04,1
plant,seed-feeding bird,Polygonum sp.,Carduelis carduelis,1.937E-02,1
plant,seed-feeding bird,Polygonum sp.,Carduelis chloris,1.207E-02,1
plant,seed-feeding bird,Polygonum sp.,Columba palumbus,1.206E-03,1
plant,seed-feeding bird,Polygonum sp.,Corvus frugilegus,6.874E-01,1
plant,seed-feeding bird,Polygonum sp.,Corvus monedula,3.084E+00,1
plant,seed-feeding bird,Polygonum sp.,Emberiza citrinella,2.784E-03,1
plant,seed-feeding bird,Polygonum sp.,Fringilla coelebs,7.115E-02,1
plant,seed-feeding bird,Polygonum sp.,Passer domesticus,2.219E-01,1
plant,seed-feeding bird,Polygonum sp.,Streptopelia decaocto,6.470E-05,1
plant,seed-feeding bird,Potentilla reptans,Alectoris rufa,6.220E-03,1
plant,seed-feeding bird,Potentilla reptans,Carduelis chloris,9.020E-04,1
plant,seed-feeding bird,Potentilla reptans,Fringilla coelebs,3.540E-04,1
plant,seed-feeding bird,Prunella vulgaris,Alectoris rufa,2.530E-02,1
plant,seed-feeding bird,Prunella vulgaris,Carduelis cannabina,2.012E-03,1
plant,seed-feeding bird,Prunella vulgaris,Carduelis carduelis,4.661E-02,1
plant,seed-feeding bird,Prunella vulgaris,Carduelis chloris,3.890E-03,1
plant,seed-feeding bird,Prunella vulgaris,Fringilla coelebs,8.040E-03,1
plant,seed-feeding bird,Prunus spinosa,Alectoris rufa,6.436E-01,1
plant,seed-feeding bird,Prunus spinosa,Carduelis cannabina,5.650E-02,1
plant,seed-feeding bird,Prunus spinosa,Carduelis carduelis,7.270E+00,1
plant,seed-feeding bird,Prunus spinosa,Carduelis chloris,2.537E-01,1
plant,seed-feeding bird,Prunus spinosa,Corvus frugilegus,1.972E-01,1
plant,seed-feeding bird,Prunus spinosa,Fringilla coelebs,1.228E-01,1
plant,seed-feeding bird,Quercus robur,Alectoris rufa,2.648E-01,1
plant,seed-feeding bird,Quercus robur,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Quercus robur,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Quercus robur,Carduelis chloris,8.026E-02,1
plant,seed-feeding bird,Quercus robur,Columba palumbus,1.988E+01,1
plant,seed-feeding bird,Quercus robur,Corvus frugilegus,3.046E+01,1
plant,seed-feeding bird,Quercus robur,Corvus monedula,2.708E+00,1
plant,seed-feeding bird,Quercus robur,Emberiza citrinella,8.630E-02,1
plant,seed-feeding bird,Quercus robur,Fringilla coelebs,1.121E+00,1
plant,seed-feeding bird,Quercus robur,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Ranunculus acris,Alauda arvensis,6.540E-03,1
plant,seed-feeding bird,Ranunculus acris,Carduelis cannabina,2.060E-03,1
plant,seed-feeding bird,Ranunculus acris,Carduelis carduelis,4.780E-02,1
plant,seed-feeding bird,Ranunculus acris,Carduelis chloris,8.590E-03,1
plant,seed-feeding bird,Ranunculus acris,Columba palumbus,2.870E-02,1
plant,seed-feeding bird,Ranunculus acris,Corvus monedula,2.054E-02,1
plant,seed-feeding bird,Ranunculus acris,Fringilla coelebs,1.504E-02,1
plant,seed-feeding bird,Ranunculus repens,Alauda arvensis,2.470E-02,1
plant,seed-feeding bird,Ranunculus repens,Carduelis cannabina,2.370E-02,1
plant,seed-feeding bird,Ranunculus repens,Carduelis carduelis,5.488E-01,1
plant,seed-feeding bird,Ranunculus repens,Carduelis chloris,6.320E-02,1
plant,seed-feeding bird,Ranunculus repens,Columba palumbus,2.180E-01,1
plant,seed-feeding bird,Ranunculus repens,Corvus frugilegus,5.394E-01,1
plant,seed-feeding bird,Ranunculus repens,Corvus monedula,1.056E-01,1
plant,seed-feeding bird,Ranunculus repens,Fringilla coelebs,8.880E-02,1
plant,seed-feeding bird,Ranunculus repens,Passer domesticus,5.190E-03,1
plant,seed-feeding bird,Rosa sp.,Alectoris rufa,1.881E-01,1
plant,seed-feeding bird,Rosa sp.,Carduelis cannabina,6.120E-04,1
plant,seed-feeding bird,Rosa sp.,Carduelis carduelis,7.880E-02,1
plant,seed-feeding bird,Rosa sp.,Carduelis chloris,2.901E-02,1
plant,seed-feeding bird,Rosa sp.,Fringilla coelebs,1.104E-02,1
plant,seed-feeding bird,Rubus fruticosus,Alectoris rufa,3.561E-01,1
plant,seed-feeding bird,Rubus fruticosus,Carduelis cannabina,8.150E-03,1
plant,seed-feeding bird,Rubus fruticosus,Carduelis carduelis,1.049E+00,1
plant,seed-feeding bird,Rubus fruticosus,Carduelis chloris,7.480E-02,1
plant,seed-feeding bird,Rubus fruticosus,Columba palumbus,2.733E-01,1
plant,seed-feeding bird,Rubus fruticosus,Corvus frugilegus,1.138E-01,1
plant,seed-feeding bird,Rubus fruticosus,Corvus monedula,1.861E-01,1
plant,seed-feeding bird,Rubus fruticosus,Emberiza citrinella,8.610E-02,1
plant,seed-feeding bird,Rubus fruticosus,Fringilla coelebs,3.025E-02,1
plant,seed-feeding bird,Rumex sp.,Alauda arvensis,6.075E-01,1
plant,seed-feeding bird,Rumex sp.,Alectoris rufa,8.611E-01,1
plant,seed-feeding bird,Rumex sp.,Carduelis cannabina,7.620E-02,1
plant,seed-feeding bird,Rumex sp.,Carduelis carduelis,7.653E-01,1
plant,seed-feeding bird,Rumex sp.,Carduelis chloris,2.712E-01,1
plant,seed-feeding bird,Rumex sp.,Columba palumbus,2.808E-02,1
plant,seed-feeding bird,Rumex sp.,Corvus frugilegus,1.524E+01,1
plant,seed-feeding bird,Rumex sp.,Corvus monedula,1.319E+01,1
plant,seed-feeding bird,Rumex sp.,Emberiza citrinella,7.750E-02,1
plant,seed-feeding bird,Rumex sp.,Fringilla coelebs,4.448E-01,1
plant,seed-feeding bird,Rumex sp.,Passer domesticus,9.942E+00,1
plant,seed-feeding bird,Rumex sp.,Streptopelia decaocto,8.680E-03,1
plant,seed-feeding bird,Sambucus nigra,Columba palumbus,2.743E-01,1
plant,seed-feeding bird,Sambucus nigra,Corvus frugilegus,8.424E+00,1
plant,seed-feeding bird,Sambucus nigra,Corvus monedula,2.322E+00,1
plant,seed-feeding bird,Sambucus nigra,Fringilla coelebs,1.063E-01,1
plant,seed-feeding bird,Sambucus nigra,Passer domesticus,6.996E-03,1
plant,seed-feeding bird,Senacio vulgaris,Alectoris rufa,1.023E-01,1
plant,seed-feeding bird,Senacio vulgaris,Carduelis cannabina,1.520E-04,1
plant,seed-feeding bird,Senacio vulgaris,Carduelis carduelis,3.263E-02,1
plant,seed-feeding bird,Senacio vulgaris,Carduelis chloris,4.625E-02,1
plant,seed-feeding bird,Senacio vulgaris,Fringilla coelebs,3.319E-03,1
plant,seed-feeding bird,Senacio vulgaris,Passer domesticus,8.710E-04,1
plant,seed-feeding bird,Silene dioica,Alectoris rufa,5.340E-02,1
plant,seed-feeding bird,Silene dioica,Emberiza citrinella,5.399E-02,1
plant,seed-feeding bird,Silene dioica,Fringilla coelebs,1.913E-01,1
plant,seed-feeding bird,Silene dioica,Passer domesticus,2.810E-04,1
plant,seed-feeding bird,Sinapis arvensis,Carduelis cannabina,2.358E+00,1
plant,seed-feeding bird,Sinapis arvensis,Carduelis chloris,4.644E+00,1
plant,seed-feeding bird,Sinapis arvensis,Columba palumbus,3.701E+00,1
plant,seed-feeding bird,Sinapis arvensis,Corvus frugilegus,6.477E-01,1
plant,seed-feeding bird,Sinapis arvensis,Corvus monedula,1.261E-01,1
plant,seed-feeding bird,Sinapis arvensis,Fringilla coelebs,3.292E+00,1
plant,seed-feeding bird,Sinapis arvensis,Passer domesticus,2.950E-02,1
plant,seed-feeding bird,Sonchus arvensis,Alectoris rufa,1.961E-03,1
plant,seed-feeding bird,Sonchus arvensis,Carduelis cannabina,9.400E-05,1
plant,seed-feeding bird,Sonchus arvensis,Carduelis carduelis,3.380E-02,1
plant,seed-feeding bird,Sonchus arvensis,Carduelis chloris,2.268E-03,1
plant,seed-feeding bird,Sonchus arvensis,Columba palumbus,1.812E-01,1
plant,seed-feeding bird,Sonchus arvensis,Corvus frugilegus,7.675E-02,1
plant,seed-feeding bird,Sonchus arvensis,Emberiza citrinella,4.240E-04,1
plant,seed-feeding bird,Sonchus arvensis,Fringilla coelebs,1.095E-04,1
plant,seed-feeding bird,Sonchus arvensis,Passer domesticus,9.761E-03,1
plant,seed-feeding bird,Sonchus arvensis,Streptopelia decaocto,7.500E-03,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Alectoris rufa,1.678E+00,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Carduelis cannabina,8.100E-02,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Carduelis carduelis,2.033E+01,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Carduelis chloris,1.846E+00,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Emberiza citrinella,8.560E-02,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Fringilla coelebs,1.392E-01,1
plant,seed-feeding bird,Sonchus asper/oleraceus,Passer domesticus,8.767E-01,1
plant,seed-feeding bird,Spergula arvensis,Alectoris rufa,1.410E-02,1
plant,seed-feeding bird,Spergula arvensis,Corvus monedula,4.556E-02,1
plant,seed-feeding bird,Spergula arvensis,Emberiza citrinella,2.060E-02,1
plant,seed-feeding bird,Spergula arvensis,Fringilla coelebs,1.610E-02,1
plant,seed-feeding bird,Stachys sylvatica,Alauda arvensis,1.564E+00,1
plant,seed-feeding bird,Stachys sylvatica,Alectoris rufa,1.146E+00,1
plant,seed-feeding bird,Stachys sylvatica,Fringilla coelebs,1.088E-01,1
plant,seed-feeding bird,Stellaria graminea,Alectoris rufa,5.613E-01,1
plant,seed-feeding bird,Stellaria graminea,Corvus frugilegus,6.477E-01,1
plant,seed-feeding bird,Stellaria graminea,Emberiza citrinella,9.590E-02,1
plant,seed-feeding bird,Stellaria graminea,Fringilla coelebs,2.016E-01,1
plant,seed-feeding bird,Stellaria graminea,Passer domesticus,8.500E-03,1
plant,seed-feeding bird,Stellaria media,Alectoris rufa,3.367E+00,1
plant,seed-feeding bird,Stellaria media,Carduelis cannabina,7.480E-03,1
plant,seed-feeding bird,Stellaria media,Carduelis carduelis,1.733E-01,1
plant,seed-feeding bird,Stellaria media,Carduelis chloris,4.100E-02,1
plant,seed-feeding bird,Stellaria media,Columba palumbus,1.346E-01,1
plant,seed-feeding bird,Stellaria media,Emberiza citrinella,8.714E-01,1
plant,seed-feeding bird,Stellaria media,Fringilla coelebs,1.389E+00,1
plant,seed-feeding bird,Stellaria media,Passer domesticus,4.750E-02,1
plant,seed-feeding bird,Taraxacum officinale,Alectoris rufa,2.176E-03,1
plant,seed-feeding bird,Taraxacum officinale,Carduelis cannabina,2.580E-05,1
plant,seed-feeding bird,Taraxacum officinale,Carduelis carduelis,5.530E-03,1
plant,seed-feeding bird,Taraxacum officinale,Carduelis chloris,1.325E-03,1
plant,seed-feeding bird,Taraxacum officinale,Columba palumbus,9.300E-02,1
plant,seed-feeding bird,Taraxacum officinale,Corvus frugilegus,6.850E-03,1
plant,seed-feeding bird,Taraxacum officinale,Emberiza citrinella,2.696E-04,1
plant,seed-feeding bird,Taraxacum officinale,Fringilla coelebs,8.190E-05,1
plant,seed-feeding bird,Taraxacum officinale,Passer domesticus,1.720E-05,1
plant,seed-feeding bird,Trifolium dubium,Alectoris rufa,3.000E-02,1
plant,seed-feeding bird,Trifolium dubium,Carduelis chloris,4.500E-04,1
plant,seed-feeding bird,Trifolium dubium,Columba palumbus,2.388E-02,1
plant,seed-feeding bird,Trifolium dubium,Corvus monedula,9.660E-04,1
plant,seed-feeding bird,Trifolium dubium,Fringilla coelebs,2.350E-03,1
plant,seed-feeding bird,Trifolium pratense/repens,Alectoris rufa,1.707E+00,1
plant,seed-feeding bird,Trifolium pratense/repens,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Trifolium pratense/repens,Carduelis carduelis,6.507E-01,1
plant,seed-feeding bird,Trifolium pratense/repens,Carduelis chloris,5.791E-02,1
plant,seed-feeding bird,Trifolium pratense/repens,Columba palumbus,4.524E+00,1
plant,seed-feeding bird,Trifolium pratense/repens,Corvus monedula,1.146E-01,1
plant,seed-feeding bird,Trifolium pratense/repens,Emberiza citrinella,6.378E-02,1
plant,seed-feeding bird,Trifolium pratense/repens,Fringilla coelebs,1.015E-01,1
plant,seed-feeding bird,Trifolium pratense/repens,Streptopelia decaocto,1.470E+00,1
plant,seed-feeding bird,Triticum aestivum,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Triticum aestivum,Alectoris rufa,1.634E+01,1
plant,seed-feeding bird,Triticum aestivum,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Triticum aestivum,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Triticum aestivum,Carduelis chloris,2.878E+00,1
plant,seed-feeding bird,Triticum aestivum,Columba palumbus,2.158E+01,1
plant,seed-feeding bird,Triticum aestivum,Corvus frugilegus,9.252E+01,1
plant,seed-feeding bird,Triticum aestivum,Corvus monedula,1.625E+01,1
plant,seed-feeding bird,Triticum aestivum,Emberiza citrinella,2.133E+00,1
plant,seed-feeding bird,Triticum aestivum,Fringilla coelebs,5.418E+00,1
plant,seed-feeding bird,Triticum aestivum,Passer domesticus,6.794E-01,1
plant,seed-feeding bird,Urtica dioica,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Urtica dioica,Carduelis cannabina,2.701E-02,1
plant,seed-feeding bird,Urtica dioica,Carduelis carduelis,7.432E-01,1
plant,seed-feeding bird,Urtica dioica,Columba palumbus,2.768E-01,1
plant,seed-feeding bird,Urtica dioica,Emberiza citrinella,5.734E+00,1
plant,seed-feeding bird,Urtica dioica,Passer domesticus,2.695E-01,1
plant,seed-feeding bird,Veronica arvensis,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Veronica arvensis,Carduelis cannabina,4.090E-03,1
plant,seed-feeding bird,Veronica arvensis,Columba palumbus,1.160E-01,1
plant,seed-feeding bird,Veronica hederifolia,Alectoris rufa,6.108E-02,1
plant,seed-feeding bird,Veronica hederifolia,Carduelis cannabina,1.320E-04,1
plant,seed-feeding bird,Veronica hederifolia,Carduelis carduelis,6.257E-01,1
plant,seed-feeding bird,Veronica hederifolia,Carduelis chloris,5.224E-02,1
plant,seed-feeding bird,Veronica hederifolia,Columba palumbus,9.130E-04,1
plant,seed-feeding bird,Veronica hederifolia,Corvus frugilegus,2.837E-01,1
plant,seed-feeding bird,Veronica hederifolia,Emberiza citrinella,6.520E-02,1
plant,seed-feeding bird,Veronica persica,Carduelis cannabina,2.280E-02,1
plant,seed-feeding bird,Veronica persica,Columba palumbus,1.574E-01,1
plant,seed-feeding bird,Vicia hirsute,Alectoris rufa,1.226E+00,1
plant,seed-feeding bird,Vicia hirsute,Carduelis chloris,2.169E-02,1
plant,seed-feeding bird,Vicia hirsute,Columba palumbus,1.124E+00,1
plant,seed-feeding bird,Vicia hirsute,Corvus frugilegus,6.451E-01,1
plant,seed-feeding bird,Vicia hirsute,Corvus monedula,4.020E-02,1
plant,seed-feeding bird,Vicia hirsute,Emberiza citrinella,2.236E-02,1
plant,seed-feeding bird,Vicia hirsute,Passer domesticus,6.950E-03,1
plant,seed-feeding bird,Vicia sepium,Alectoris rufa,8.710E-03,1
plant,seed-feeding bird,Vicia sepium,Carduelis chloris,1.310E-04,1
plant,seed-feeding bird,Vicia sepium,Columba palumbus,6.930E-03,1
plant,seed-feeding bird,Vicia sepium,Corvus frugilegus,2.630E-03,1
plant,seed-feeding bird,Vicia sepium,Corvus monedula,2.800E-04,1
plant,seed-feeding bird,Vicia sepium,Emberiza citrinella,1.130E-04,1
plant,seed-feeding bird,Vicia sepium,Passer domesticus,5.060E-05,1
plant,seed-feeding bird,Viola arvensis,Alauda arvensis,3.122E-02,1
plant,seed-feeding bird,Viola arvensis,Fringilla coelebs,1.038E-01,1
plant,seed-feeding rodent,Acer campestre,Apodemus flavicollis,3.179E+00,1
plant,seed-feeding rodent,Acer campestre,Apodemus sylvaticus,1.311E+01,1
plant,seed-feeding rodent,Acer campestre,Micromys minutus,8.254E-01,1
plant,seed-feeding rodent,Acer campestre,Myodes glareolus,1.306E+01,1
plant,seed-feeding rodent,"Acer pseudoplatanus,",Apodemus flavicollis,3.603E-01,1
plant,seed-feeding rodent,"Acer pseudoplatanus,",Apodemus sylvaticus,3.764E+00,1
plant,seed-feeding rodent,"Acer pseudoplatanus,",Micromys minutus,2.160E-02,1
plant,seed-feeding rodent,"Acer pseudoplatanus,",Myodes glareolus,6.789E+00,1
plant,seed-feeding rodent,Chenopodium sp.,Apodemus sylvaticus,6.186E+01,1
plant,seed-feeding rodent,Chenopodium sp.,Micromys minutus,6.773E-03,1
plant,seed-feeding rodent,Chenopodium sp.,Myodes glareolus,1.641E-02,1
plant,seed-feeding rodent,Corylus avellana,Apodemus flavicollis,5.557E-01,1
plant,seed-feeding rodent,Corylus avellana,Apodemus sylvaticus,3.734E+00,1
plant,seed-feeding rodent,Corylus avellana,Myodes glareolus,6.072E+00,1
plant,seed-feeding rodent,Crataegus monogyna,Apodemus flavicollis,1.376E+00,1
plant,seed-feeding rodent,Crataegus monogyna,Apodemus sylvaticus,7.355E+00,1
plant,seed-feeding rodent,Crataegus monogyna,Micromys minutus,4.326E-01,1
plant,seed-feeding rodent,Crataegus monogyna,Myodes glareolus,2.949E+00,1
plant,seed-feeding rodent,Fallopia convolvulus,Apodemus sylvaticus,1.848E+00,1
plant,seed-feeding rodent,Fraxinus excelsior,Apodemus flavicollis,4.693E-01,1
plant,seed-feeding rodent,Fraxinus excelsior,Apodemus sylvaticus,9.086E+00,1
plant,seed-feeding rodent,Fraxinus excelsior,Micromys minutus,2.210E-02,1
plant,seed-feeding rodent,Fraxinus excelsior,Myodes glareolus,2.104E+01,1
plant,seed-feeding rodent,Geranium dissectum,Apodemus sylvaticus,1.071E-02,1
plant,seed-feeding rodent,Geranium robertianum,Apodemus sylvaticus,4.650E-02,1
plant,seed-feeding rodent,Geranium robertianum,Myodes glareolus,3.390E-02,1
plant,seed-feeding rodent,Glechoma hederacea,Apodemus sylvaticus,2.480E-02,1
plant,seed-feeding rodent,Glechoma hederacea,Myodes glareolus,1.810E-02,1
plant,seed-feeding rodent,Hyacinthoides non-scripta,Apodemus sylvaticus,2.147E-01,1
plant,seed-feeding rodent,Hyacinthoides non-scripta,Myodes glareolus,5.313E-01,1
plant,seed-feeding rodent,Lamium purpureum,Apodemus sylvaticus,3.384E-02,1
plant,seed-feeding rodent,Lamium purpureum,Myodes glareolus,7.310E-03,1
plant,seed-feeding rodent,Mercurialis perennis,Apodemus sylvaticus,2.310E-02,1
plant,seed-feeding rodent,Mercurialis perennis,Myodes glareolus,1.690E-02,1
plant,seed-feeding rodent,Persicaria sp.,Apodemus sylvaticus,7.814E+01,1
plant,seed-feeding rodent,Poaceae,Apodemus flavicollis,1.822E+01,1
plant,seed-feeding rodent,Poaceae,Apodemus sylvaticus,7.349E+02,1
plant,seed-feeding rodent,Poaceae,Micromys minutus,2.055E+01,1
plant,seed-feeding rodent,Poaceae,Myodes glareolus,3.598E+02,1
plant,seed-feeding rodent,Polygonum sp.,Apodemus sylvaticus,1.340E+01,1
plant,seed-feeding rodent,Prunus spinosa,Apodemus flavicollis,4.204E-01,1
plant,seed-feeding rodent,Prunus spinosa,Apodemus sylvaticus,3.527E+00,1
plant,seed-feeding rodent,Prunus spinosa,Myodes glareolus,5.599E+00,1
plant,seed-feeding rodent,Quercus robur,Apodemus flavicollis,3.633E+00,1
plant,seed-feeding rodent,Quercus robur,Apodemus sylvaticus,6.393E+01,1
plant,seed-feeding rodent,Quercus robur,Myodes glareolus,6.942E+01,1
plant,seed-feeding rodent,Rosa sp.,Apodemus flavicollis,3.408E-01,1
plant,seed-feeding rodent,Rosa sp.,Apodemus sylvaticus,1.156E+00,1
plant,seed-feeding rodent,Rosa sp.,Micromys minutus,1.071E-01,1
plant,seed-feeding rodent,Rosa sp.,Myodes glareolus,5.359E-01,1
plant,seed-feeding rodent,Rubus fruticosus,Apodemus flavicollis,2.766E+00,1
plant,seed-feeding rodent,Rubus fruticosus,Apodemus sylvaticus,1.758E+01,1
plant,seed-feeding rodent,Rubus fruticosus,Micromys minutus,8.456E-01,1
plant,seed-feeding rodent,Rubus fruticosus,Myodes glareolus,9.656E+00,1
plant,seed-feeding rodent,Rumex sp.,Apodemus flavicollis,1.742E+00,1
plant,seed-feeding rodent,Rumex sp.,Apodemus sylvaticus,3.901E+01,1
plant,seed-feeding rodent,Rumex sp.,Micromys minutus,4.219E-01,1
plant,seed-feeding rodent,Rumex sp.,Myodes glareolus,1.776E+01,1
plant,seed-feeding rodent,Sambucus nigra,Apodemus flavicollis,4.317E-02,1
plant,seed-feeding rodent,Sambucus nigra,Apodemus sylvaticus,2.709E-01,1
plant,seed-feeding rodent,Sambucus nigra,Micromys minutus,1.360E-02,1
plant,seed-feeding rodent,Sambucus nigra,Myodes glareolus,2.145E-01,1
plant,seed-feeding rodent,Sherardia arvensis,Apodemus sylvaticus,2.226E-02,1
plant,seed-feeding rodent,Sinapis arvensis,Apodemus sylvaticus,5.922E-01,1
plant,seed-feeding rodent,Stachys sylvatica,Apodemus flavicollis,9.050E-03,1
plant,seed-feeding rodent,Stachys sylvatica,Apodemus sylvaticus,3.070E-02,1
plant,seed-feeding rodent,Stachys sylvatica,Micromys minutus,2.840E-03,1
plant,seed-feeding rodent,Stachys sylvatica,Myodes glareolus,1.420E-02,1
plant,seed-feeding rodent,Stellaria graminea,Apodemus flavicollis,3.070E-03,1
plant,seed-feeding rodent,Stellaria graminea,Apodemus sylvaticus,1.789E-01,1
plant,seed-feeding rodent,Stellaria graminea,Myodes glareolus,4.840E-03,1
plant,seed-feeding rodent,Stellaria media,Myodes glareolus,3.280E-06,1
plant,seed-feeding rodent,Trifolium pratense/repens,Apodemus sylvaticus,1.103E+00,1
plant,seed-feeding rodent,Triticum aestivum,Apodemus sylvaticus,5.627E-01,1
plant,seed-feeding rodent,Urtica dioica,Apodemus sylvaticus,9.066E+00,1
plant,seed-feeding rodent,Urtica dioica,Myodes glareolus,6.727E+00,1
plant,seed-feeding rodent,Vicia hirsute,Apodemus sylvaticus,3.826E+00,1
plant,seed-feeding rodent,Vicia sepium,Apodemus sylvaticus,1.090E-04,1
plant,butterfly,Bellis perennis,Pieris rapae,1.503E-01,1
plant,butterfly,Brassica napus,Pieris rapae,5.338E+00,1
plant,butterfly,Cardamine pratensis,Inachis io,4.980E+00,1
plant,butterfly,Cirsium arvense,Aglais urticae,9.659E+00,1
plant,butterfly,Cirsium arvense,Aphantopus hyperantus,1.792E+01,1
plant,butterfly,Cirsium arvense,Inachis io,7.106E+01,1
plant,butterfly,Cirsium arvense,Maniola jurtina,1.497E+02,1
plant,butterfly,Cirsium arvense,Ochlodes sylvanus,7.620E-01,1
plant,butterfly,Cirsium arvense,Pieris brassicae,7.053E+01,1
plant,butterfly,Cirsium arvense,Pieris napi,3.859E+01,1
plant,butterfly,Cirsium arvense,Pieris rapae,2.482E+00,1
plant,butterfly,Cirsium arvense,Polygonia c-album,2.153E-01,1
plant,butterfly,Cirsium arvense,Polyommatus icarus,2.273E+00,1
plant,butterfly,Cirsium arvense,Pyronia tithonus,3.898E+01,1
plant,butterfly,Cirsium arvense,Thymelicus sylvestris,2.267E-01,1
plant,butterfly,Cirsium arvense,Vanessa atalanta,1.252E+01,1
plant,butterfly,Cirsium vulgare,Aglais urticae,7.684E-01,1
plant,butterfly,Cirsium vulgare,Aphantopus hyperantus,9.540E-02,1
plant,butterfly,Cirsium vulgare,Inachis io,8.885E-01,1
plant,butterfly,Cirsium vulgare,Maniola jurtina,2.901E+00,1
plant,butterfly,Cirsium vulgare,Pieris brassicae,2.560E+00,1
plant,butterfly,Cirsium vulgare,Pieris napi,1.388E+00,1
plant,butterfly,Cirsium vulgare,Pieris rapae,3.673E-01,1
plant,butterfly,Cirsium vulgare,Polygonia c-album,4.140E-03,1
plant,butterfly,Cirsium vulgare,Pyronia tithonus,2.729E+00,1
plant,butterfly,Cirsium vulgare,Vanessa atalanta,7.807E-01,1
plant,butterfly,Conolvulus/Calystegia,Pieris rapae,9.988E-01,1
plant,butterfly,Epilobium sp.,Pieris brassicae,1.064E+01,1
plant,butterfly,Glechoma hederacea,Pieris napi,3.505E+00,1
plant,butterfly,Heracleum sphondylium,Maniola jurtina,2.657E-01,1
plant,butterfly,Hyacinthoides non-scripta,Inachis io,8.551E+00,1
plant,butterfly,Hyacinthoides non-scripta,Pieris rapae,8.473E+00,1
plant,butterfly,Hypochaeris/ Crepis sp.,Aglais urticae,1.083E+01,1
plant,butterfly,Hypochaeris/ Crepis sp.,Inachis io,1.624E+01,1
plant,butterfly,Ligustrum vulgare,Pyronia tithonus,2.095E+00,1
plant,butterfly,Lotus corniculatus,Ochlodes sylvanus,1.676E-01,1
plant,butterfly,Lotus corniculatus,Pieris rapae,5.022E+00,1
plant,butterfly,Matricaria recutita,Maniola jurtina,7.215E+02,1
plant,butterfly,Matricaria recutita,Thymelicus sylvestris,5.681E+01,1
plant,butterfly,Medicago sativa ssp. sativa,Pieris brassicae,1.151E+02,1
plant,butterfly,Medicago sativa ssp. sativa,Pieris napi,3.193E+01,1
plant,butterfly,Medicago sativa ssp. sativa,Polyommatus icarus,2.767E+00,1
plant,butterfly,Medicago sativa ssp. sativa,Thymelicus sylvestris,2.726E+01,1
plant,butterfly,Mentha arvensis,Pyronia tithonus,3.891E+00,1
plant,butterfly,Prunella vulgaris,Maniola jurtina,1.013E+02,1
